Proficiency level,Preferred subjects,Preferred study times,Goals,quiz scores,Completion rates,Time spent on different types of content,Curriculum structure,Available content,External factors,Learning style
intermediate,Artificial Intelligence and Machine Learning,Evening,Short-term,19,10,56,Knowledge,text,Time Constraints,Kinesthetic
intermediate,CyberSecurity,Evening,Short-term,20,10,11,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,21,10,5,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Data Science and Analytics,Evening,Short-term,22,10,39,Knowledge,text,Time Constraints,Kinesthetic
intermediate,IT Project Management,Evening,Short-term,23,10,40,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Devops and Systems Integration,Evening,Short-term,24,10,29,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Devops and Systems Integration,Evening,Short-term,25,8,9,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,26,8,5,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Database Management,Evening,Short-term,27,8,49,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Network and System Administration,Evening,Short-term,28,8,6,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,29,8,7,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,30,8,49,Knowledge,text,Time Constraints,Kinesthetic
intermediate,CyberSecurity,Evening,Short-term,31,8,23,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,32,8,55,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Devops and Systems Integration,Evening,Short-term,33,8,44,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Network and System Administration,Evening,Short-term,34,8,47,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Artificial Intelligence and Machine Learning,Evening,Short-term,35,8,9,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Cloud Computing,Evening,Short-term,36,8,24,Knowledge,text,Time Constraints,Kinesthetic
intermediate,IT Project Management,Evening,Short-term,37,8,10,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Cloud Computing,Evening,Short-term,38,8,15,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Database Management,Evening,Short-term,39,8,56,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Devops and Systems Integration,Evening,Short-term,40,8,34,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Database Management,Evening,Short-term,41,8,43,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Software Engineering and Development,Evening,Short-term,42,8,23,Knowledge,text,Time Constraints,Kinesthetic
intermediate,IT Project Management,Evening,Short-term,43,8,35,Knowledge,text,Time Constraints,Kinesthetic
intermediate,IT Project Management,Evening,Short-term,44,8,11,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Web Development,Evening,Short-term,45,8,45,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Database Management,Evening,Short-term,46,8,32,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Artificial Intelligence and Machine Learning,Evening,Short-term,47,8,17,Knowledge,text,Time Constraints,Kinesthetic
intermediate,CyberSecurity,Evening,Short-term,48,8,28,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Web Development,Evening,Short-term,49,8,42,Knowledge,text,Time Constraints,Kinesthetic
intermediate,Data Science and Analytics,Evening,Short-term,50,8,25,Knowledge,text,Time Constraints,Kinesthetic
